il,ilce,ilce-il,yil,ay,ay-isim,satis
Adana,Ceyhan,Ceyhan (Adana),2015,1,Ocak,120
Adana,Çukurova,Çukurova (Adana),2015,1,Ocak,546
Adana,Karataş,Karataş (Adana),2015,1,Ocak,26
Adana,Kozan,Kozan (Adana),2015,1,Ocak,74
Adana,Sarıçam,Sarıçam (Adana),2015,1,Ocak,20
Adana,Seyhan,Seyhan (Adana),2015,1,Ocak,646
Adana,Yüreğir,Yüreğir (Adana),2015,1,Ocak,83
Adıyaman,Besni,Besni (Adıyaman),2015,1,Ocak,35
Adıyaman,Gölbaşı,Gölbaşı (Adıyaman),2015,1,Ocak,32
Adıyaman,Merkez,Merkez (Adıyaman),2015,1,Ocak,225
Afyonkarahisar,İhsaniye,İhsaniye (Afyonkarahisar),2015,1,Ocak,162
Afyonkarahisar,Merkez,Merkez (Afyonkarahisar),2015,1,Ocak,240
Afyonkarahisar,Sandıklı,Sandıklı (Afyonkarahisar),2015,1,Ocak,28
Ağrı,Doğubayazıt,Doğubayazıt (Ağrı),2015,1,Ocak,41
Ağrı,Merkez,Merkez (Ağrı),2015,1,Ocak,45
Aksaray,Merkez,Merkez (Aksaray),2015,1,Ocak,333
Aksaray,Ortaköy,Ortaköy (Aksaray),2015,1,Ocak,22
Amasya,Merkez,Merkez (Amasya),2015,1,Ocak,174
Amasya,Merzifon,Merzifon (Amasya),2015,1,Ocak,62
Amasya,Taşova,Taşova (Amasya),2015,1,Ocak,28
Ankara,Akyurt,Akyurt (Ankara),2015,1,Ocak,70
Ankara,Altındağ,Altındağ (Ankara),2015,1,Ocak,729
Ankara,Beypazarı,Beypazarı (Ankara),2015,1,Ocak,28
Ankara,Çankaya,Çankaya (Ankara),2015,1,Ocak,1255
Ankara,Çubuk,Çubuk (Ankara),2015,1,Ocak,144
Ankara,Elmadağ,Elmadağ (Ankara),2015,1,Ocak,40
Ankara,Etimesgut,Etimesgut (Ankara),2015,1,Ocak,1151
Ankara,Gölbaşı,Gölbaşı (Ankara),2015,1,Ocak,170
Ankara,Güdül,Güdül (Ankara),2015,1,Ocak,85
Ankara,Haymana,Haymana (Ankara),2015,1,Ocak,24
Ankara,Kazan,Kazan (Ankara),2015,1,Ocak,89
Ankara,Keçiören,Keçiören (Ankara),2015,1,Ocak,1805
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2015,1,Ocak,47
Ankara,Mamak,Mamak (Ankara),2015,1,Ocak,1461
Ankara,Polatlı,Polatlı (Ankara),2015,1,Ocak,186
Ankara,Pursaklar,Pursaklar (Ankara),2015,1,Ocak,239
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2015,1,Ocak,48
Ankara,Sincan,Sincan (Ankara),2015,1,Ocak,915
Ankara,Yenimahalle,Yenimahalle (Ankara),2015,1,Ocak,1064
Antalya,Akseki,Akseki (Antalya),2015,1,Ocak,26
Antalya,Aksu,Aksu (Antalya),2015,1,Ocak,67
Antalya,Alanya,Alanya (Antalya),2015,1,Ocak,877
Antalya,Döşemealtı,Döşemealtı (Antalya),2015,1,Ocak,77
Antalya,Elmalı,Elmalı (Antalya),2015,1,Ocak,27
Antalya,Finike,Finike (Antalya),2015,1,Ocak,42
Antalya,Gazipaşa,Gazipaşa (Antalya),2015,1,Ocak,31
Antalya,Kaş,Kaş (Antalya),2015,1,Ocak,26
Antalya,Kemer,Kemer (Antalya),2015,1,Ocak,43
Antalya,Kepez,Kepez (Antalya),2015,1,Ocak,1361
Antalya,Konyaaltı,Konyaaltı (Antalya),2015,1,Ocak,521
Antalya,Korkuteli,Korkuteli (Antalya),2015,1,Ocak,96
Antalya,Kumluca,Kumluca (Antalya),2015,1,Ocak,48
Antalya,Manavgat,Manavgat (Antalya),2015,1,Ocak,270
Antalya,Muratpaşa,Muratpaşa (Antalya),2015,1,Ocak,1057
Antalya,Serik,Serik (Antalya),2015,1,Ocak,109
Artvin,Arhavi,Arhavi (Artvin),2015,1,Ocak,21
Artvin,Hopa,Hopa (Artvin),2015,1,Ocak,22
Artvin,Merkez,Merkez (Artvin),2015,1,Ocak,51
Aydın,Çine,Çine (Aydın),2015,1,Ocak,21
Aydın,Didim,Didim (Aydın),2015,1,Ocak,504
Aydın,Efeler,Efeler (Aydın),2015,1,Ocak,384
Aydın,İncirliova,İncirliova (Aydın),2015,1,Ocak,54
Aydın,Kuşadası,Kuşadası (Aydın),2015,1,Ocak,486
Aydın,Nazilli,Nazilli (Aydın),2015,1,Ocak,208
Aydın,Söke,Söke (Aydın),2015,1,Ocak,134
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2015,1,Ocak,178
Balıkesir,Ayvalık,Ayvalık (Balıkesir),2015,1,Ocak,197
Balıkesir,Bandırma,Bandırma (Balıkesir),2015,1,Ocak,209
Balıkesir,Bigadiç,Bigadiç (Balıkesir),2015,1,Ocak,27
Balıkesir,Burhaniye,Burhaniye (Balıkesir),2015,1,Ocak,110
Balıkesir,Edremit,Edremit (Balıkesir),2015,1,Ocak,410
Balıkesir,Erdek,Erdek (Balıkesir),2015,1,Ocak,66
Balıkesir,Gömeç,Gömeç (Balıkesir),2015,1,Ocak,23
Balıkesir,Gönen,Gönen (Balıkesir),2015,1,Ocak,66
Balıkesir,Karesi,Karesi (Balıkesir),2015,1,Ocak,204
Balıkesir,Manyas,Manyas (Balıkesir),2015,1,Ocak,25
Balıkesir,Marmara,Marmara (Balıkesir),2015,1,Ocak,24
Balıkesir,Susurluk,Susurluk (Balıkesir),2015,1,Ocak,23
Bartın,Merkez,Merkez (Bartın),2015,1,Ocak,106
Batman,Merkez,Merkez (Batman),2015,1,Ocak,241
Bayburt,Merkez,Merkez (Bayburt),2015,1,Ocak,26
Bilecik,Bozüyük,Bozüyük (Bilecik),2015,1,Ocak,65
Bilecik,Merkez,Merkez (Bilecik),2015,1,Ocak,142
Bingöl,Merkez,Merkez (Bingöl),2015,1,Ocak,62
Bitlis,Merkez,Merkez (Bitlis),2015,1,Ocak,31
Bitlis,Tatvan,Tatvan (Bitlis),2015,1,Ocak,25
Bolu,Gerede,Gerede (Bolu),2015,1,Ocak,23
Bolu,Merkez,Merkez (Bolu),2015,1,Ocak,272
Bolu,Mudurnu,Mudurnu (Bolu),2015,1,Ocak,122
Burdur,Bucak,Bucak (Burdur),2015,1,Ocak,20
Burdur,Merkez,Merkez (Burdur),2015,1,Ocak,156
Bursa,Gemlik,Gemlik (Bursa),2015,1,Ocak,203
Bursa,Gürsu,Gürsu (Bursa),2015,1,Ocak,55
Bursa,İnegöl,İnegöl (Bursa),2015,1,Ocak,254
Bursa,Karacabey,Karacabey (Bursa),2015,1,Ocak,97
Bursa,Kestel,Kestel (Bursa),2015,1,Ocak,94
Bursa,Mudanya,Mudanya (Bursa),2015,1,Ocak,256
Bursa,Mustafakemalpaşa,Mustafakemalpaşa (Bursa),2015,1,Ocak,82
Bursa,Nilüfer,Nilüfer (Bursa),2015,1,Ocak,978
Bursa,Orhangazi,Orhangazi (Bursa),2015,1,Ocak,89
Bursa,Osmangazi,Osmangazi (Bursa),2015,1,Ocak,621
Bursa,Yenişehir,Yenişehir (Bursa),2015,1,Ocak,69
Bursa,Yıldırım,Yıldırım (Bursa),2015,1,Ocak,402
Çanakkale,Ayvacık,Ayvacık (Çanakkale),2015,1,Ocak,42
Çanakkale,Biga,Biga (Çanakkale),2015,1,Ocak,82
Çanakkale,Çan,Çan (Çanakkale),2015,1,Ocak,34
Çanakkale,Ezine,Ezine (Çanakkale),2015,1,Ocak,25
Çanakkale,Gelibolu,Gelibolu (Çanakkale),2015,1,Ocak,76
Çanakkale,Gökçeada,Gökçeada (Çanakkale),2015,1,Ocak,24
Çanakkale,Lapseki,Lapseki (Çanakkale),2015,1,Ocak,34
Çanakkale,Merkez,Merkez (Çanakkale),2015,1,Ocak,402
Çankırı,Merkez,Merkez (Çankırı),2015,1,Ocak,139
Çorum,İskilip,İskilip (Çorum),2015,1,Ocak,30
Çorum,Merkez,Merkez (Çorum),2015,1,Ocak,514
Çorum,Sungurlu,Sungurlu (Çorum),2015,1,Ocak,28
Denizli,Acıpayam,Acıpayam (Denizli),2015,1,Ocak,31
Denizli,Merkezefendi,Merkezefendi (Denizli),2015,1,Ocak,461
Denizli,Pamukkale,Pamukkale (Denizli),2015,1,Ocak,429
Denizli,Sarayköy,Sarayköy (Denizli),2015,1,Ocak,23
Diyarbakır,Bağlar,Bağlar (Diyarbakır),2015,1,Ocak,197
Diyarbakır,Bismil,Bismil (Diyarbakır),2015,1,Ocak,33
Diyarbakır,Ergani,Ergani (Diyarbakır),2015,1,Ocak,65
Diyarbakır,Kayapınar,Kayapınar (Diyarbakır),2015,1,Ocak,596
Diyarbakır,Silvan,Silvan (Diyarbakır),2015,1,Ocak,23
Diyarbakır,Yenişehir,Yenişehir (Diyarbakır),2015,1,Ocak,159
Düzce,Akçakoca,Akçakoca (Düzce),2015,1,Ocak,46
Düzce,Merkez,Merkez (Düzce),2015,1,Ocak,209
Edirne,Keşan,Keşan (Edirne),2015,1,Ocak,104
Edirne,Merkez,Merkez (Edirne),2015,1,Ocak,242
Edirne,Uzunköprü,Uzunköprü (Edirne),2015,1,Ocak,50
Elazığ,Merkez,Merkez (Elazığ),2015,1,Ocak,545
Erzincan,Merkez,Merkez (Erzincan),2015,1,Ocak,110
Erzurum,Aziziye,Aziziye (Erzurum),2015,1,Ocak,40
Erzurum,Palandöken,Palandöken (Erzurum),2015,1,Ocak,172
Erzurum,Yakutiye,Yakutiye (Erzurum),2015,1,Ocak,249
Eskişehir,Odunpazarı,Odunpazarı (Eskişehir),2015,1,Ocak,662
Eskişehir,Tepebaşı,Tepebaşı (Eskişehir),2015,1,Ocak,924
Gaziantep,İslahiye,İslahiye (Gaziantep),2015,1,Ocak,21
Gaziantep,Nizip,Nizip (Gaziantep),2015,1,Ocak,119
Gaziantep,Oğuzeli,Oğuzeli (Gaziantep),2015,1,Ocak,22
Gaziantep,Şahinbey,Şahinbey (Gaziantep),2015,1,Ocak,905
Gaziantep,Şehitkamil,Şehitkamil (Gaziantep),2015,1,Ocak,603
Giresun,Bulancak,Bulancak (Giresun),2015,1,Ocak,61
Giresun,Espiye,Espiye (Giresun),2015,1,Ocak,28
Giresun,Görele,Görele (Giresun),2015,1,Ocak,27
Giresun,Merkez,Merkez (Giresun),2015,1,Ocak,175
Giresun,Tirebolu,Tirebolu (Giresun),2015,1,Ocak,26
Gümüşhane,Kelkit,Kelkit (Gümüşhane),2015,1,Ocak,23
Gümüşhane,Merkez,Merkez (Gümüşhane),2015,1,Ocak,29
Hatay,Antakya,Antakya (Hatay),2015,1,Ocak,243
Hatay,Arsuz,Arsuz (Hatay),2015,1,Ocak,51
Hatay,Belen,Belen (Hatay),2015,1,Ocak,80
Hatay,Defne,Defne (Hatay),2015,1,Ocak,113
Hatay,Dörtyol,Dörtyol (Hatay),2015,1,Ocak,111
Hatay,İskenderun,İskenderun (Hatay),2015,1,Ocak,272
Hatay,Kırıkhan,Kırıkhan (Hatay),2015,1,Ocak,81
Hatay,Payas,Payas (Hatay),2015,1,Ocak,57
Hatay,Reyhanlı,Reyhanlı (Hatay),2015,1,Ocak,46
Hatay,Samandağ,Samandağ (Hatay),2015,1,Ocak,47
Iğdır,Merkez,Merkez (Iğdır),2015,1,Ocak,76
Isparta,Merkez,Merkez (Isparta),2015,1,Ocak,253
Isparta,Yalvaç,Yalvaç (Isparta),2015,1,Ocak,20
İstanbul,Arnavutköy,Arnavutköy (İstanbul),2015,1,Ocak,156
İstanbul,Ataşehir,Ataşehir (İstanbul),2015,1,Ocak,434
İstanbul,Avcılar,Avcılar (İstanbul),2015,1,Ocak,466
İstanbul,Bağcılar,Bağcılar (İstanbul),2015,1,Ocak,308
İstanbul,Bahçelievler,Bahçelievler (İstanbul),2015,1,Ocak,650
İstanbul,Bakırköy,Bakırköy (İstanbul),2015,1,Ocak,230
İstanbul,Başakşehir,Başakşehir (İstanbul),2015,1,Ocak,395
İstanbul,Bayrampaşa,Bayrampaşa (İstanbul),2015,1,Ocak,297
İstanbul,Beşiktaş,Beşiktaş (İstanbul),2015,1,Ocak,229
İstanbul,Beykoz,Beykoz (İstanbul),2015,1,Ocak,34
İstanbul,Beylikdüzü,Beylikdüzü (İstanbul),2015,1,Ocak,810
İstanbul,Beyoğlu,Beyoğlu (İstanbul),2015,1,Ocak,180
İstanbul,Büyükçekmece,Büyükçekmece (İstanbul),2015,1,Ocak,437
İstanbul,Çatalca,Çatalca (İstanbul),2015,1,Ocak,62
İstanbul,Çekmeköy,Çekmeköy (İstanbul),2015,1,Ocak,379
İstanbul,Esenler,Esenler (İstanbul),2015,1,Ocak,238
İstanbul,Esenyurt,Esenyurt (İstanbul),2015,1,Ocak,3408
İstanbul,Eyüp,Eyüp (İstanbul),2015,1,Ocak,309
İstanbul,Fatih,Fatih (İstanbul),2015,1,Ocak,340
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa (İstanbul),2015,1,Ocak,386
İstanbul,Güngören,Güngören (İstanbul),2015,1,Ocak,225
İstanbul,Kadıköy,Kadıköy (İstanbul),2015,1,Ocak,459
İstanbul,Kağıthane,Kağıthane (İstanbul),2015,1,Ocak,398
İstanbul,Kartal,Kartal (İstanbul),2015,1,Ocak,563
İstanbul,Küçükçekmece,Küçükçekmece (İstanbul),2015,1,Ocak,581
İstanbul,Maltepe,Maltepe (İstanbul),2015,1,Ocak,461
İstanbul,Pendik,Pendik (İstanbul),2015,1,Ocak,760
İstanbul,Sancaktepe,Sancaktepe (İstanbul),2015,1,Ocak,647
İstanbul,Sarıyer,Sarıyer (İstanbul),2015,1,Ocak,196
İstanbul,Şile,Şile (İstanbul),2015,1,Ocak,49
İstanbul,Silivri,Silivri (İstanbul),2015,1,Ocak,241
İstanbul,Şişli,Şişli (İstanbul),2015,1,Ocak,316
İstanbul,Sultanbeyli,Sultanbeyli (İstanbul),2015,1,Ocak,74
İstanbul,Sultangazi,Sultangazi (İstanbul),2015,1,Ocak,460
İstanbul,Tuzla,Tuzla (İstanbul),2015,1,Ocak,255
İstanbul,Ümraniye,Ümraniye (İstanbul),2015,1,Ocak,628
İstanbul,Üsküdar,Üsküdar (İstanbul),2015,1,Ocak,321
İstanbul,Zeytinburnu,Zeytinburnu (İstanbul),2015,1,Ocak,190
İzmir,Aliağa,Aliağa (İzmir),2015,1,Ocak,150
İzmir,Balçova,Balçova (İzmir),2015,1,Ocak,133
İzmir,Bayraklı,Bayraklı (İzmir),2015,1,Ocak,321
İzmir,Bergama,Bergama (İzmir),2015,1,Ocak,102
İzmir,Bornova,Bornova (İzmir),2015,1,Ocak,235
İzmir,Buca,Buca (İzmir),2015,1,Ocak,513
İzmir,Çeşme,Çeşme (İzmir),2015,1,Ocak,73
İzmir,Çiğli,Çiğli (İzmir),2015,1,Ocak,331
İzmir,Dikili,Dikili (İzmir),2015,1,Ocak,129
İzmir,Foça,Foça (İzmir),2015,1,Ocak,67
İzmir,Gaziemir,Gaziemir (İzmir),2015,1,Ocak,119
İzmir,Güzelbahçe,Güzelbahçe (İzmir),2015,1,Ocak,64
İzmir,Karabağlar,Karabağlar (İzmir),2015,1,Ocak,459
İzmir,Karaburun,Karaburun (İzmir),2015,1,Ocak,30
İzmir,Karşıyaka,Karşıyaka (İzmir),2015,1,Ocak,859
İzmir,Kemalpaşa,Kemalpaşa (İzmir),2015,1,Ocak,171
İzmir,Konak,Konak (İzmir),2015,1,Ocak,368
İzmir,Menderes,Menderes (İzmir),2015,1,Ocak,109
İzmir,Menemen,Menemen (İzmir),2015,1,Ocak,278
İzmir,Narlıdere,Narlıdere (İzmir),2015,1,Ocak,73
İzmir,Ödemiş,Ödemiş (İzmir),2015,1,Ocak,152
İzmir,Seferihisar,Seferihisar (İzmir),2015,1,Ocak,87
İzmir,Selçuk,Selçuk (İzmir),2015,1,Ocak,43
İzmir,Tire,Tire (İzmir),2015,1,Ocak,108
İzmir,Torbalı,Torbalı (İzmir),2015,1,Ocak,399
İzmir,Urla,Urla (İzmir),2015,1,Ocak,73
Kahramanmaraş,Afşin,Afşin (Kahramanmaraş),2015,1,Ocak,45
Kahramanmaraş,Dulkadiroğlu,Dulkadiroğlu (Kahramanmaraş),2015,1,Ocak,59
Kahramanmaraş,Elbistan,Elbistan (Kahramanmaraş),2015,1,Ocak,125
Kahramanmaraş,Göksun,Göksun (Kahramanmaraş),2015,1,Ocak,20
Kahramanmaraş,Onikişubat,Onikişubat (Kahramanmaraş),2015,1,Ocak,459
Karabük,Merkez,Merkez (Karabük),2015,1,Ocak,217
Karabük,Safranbolu,Safranbolu (Karabük),2015,1,Ocak,69
Karaman,Merkez,Merkez (Karaman),2015,1,Ocak,137
Kars,Merkez,Merkez (Kars),2015,1,Ocak,115
Kastamonu,Cide,Cide (Kastamonu),2015,1,Ocak,42
Kastamonu,Merkez,Merkez (Kastamonu),2015,1,Ocak,198
Kastamonu,Taşköprü,Taşköprü (Kastamonu),2015,1,Ocak,26
Kastamonu,Tosya,Tosya (Kastamonu),2015,1,Ocak,52
Kayseri,Develi,Develi (Kayseri),2015,1,Ocak,37
Kayseri,Kocasinan,Kocasinan (Kayseri),2015,1,Ocak,595
Kayseri,Melikgazi,Melikgazi (Kayseri),2015,1,Ocak,1019
Kayseri,Talas,Talas (Kayseri),2015,1,Ocak,474
Kilis,Merkez,Merkez (Kilis),2015,1,Ocak,188
Kırıkkale,Merkez,Merkez (Kırıkkale),2015,1,Ocak,307
Kırıkkale,Yahşihan,Yahşihan (Kırıkkale),2015,1,Ocak,108
Kırklareli,Babaeski,Babaeski (Kırklareli),2015,1,Ocak,27
Kırklareli,Lüleburgaz,Lüleburgaz (Kırklareli),2015,1,Ocak,203
Kırklareli,Merkez,Merkez (Kırklareli),2015,1,Ocak,141
Kırşehir,Merkez,Merkez (Kırşehir),2015,1,Ocak,234
Kocaeli,Başiskele,Başiskele (Kocaeli),2015,1,Ocak,202
Kocaeli,Çayırova,Çayırova (Kocaeli),2015,1,Ocak,92
Kocaeli,Darıca,Darıca (Kocaeli),2015,1,Ocak,225
Kocaeli,Derince,Derince (Kocaeli),2015,1,Ocak,178
Kocaeli,Gebze,Gebze (Kocaeli),2015,1,Ocak,348
Kocaeli,Gölcük,Gölcük (Kocaeli),2015,1,Ocak,242
Kocaeli,İzmit,İzmit (Kocaeli),2015,1,Ocak,617
Kocaeli,Kandıra,Kandıra (Kocaeli),2015,1,Ocak,40
Kocaeli,Karamürsel,Karamürsel (Kocaeli),2015,1,Ocak,123
Kocaeli,Kartepe,Kartepe (Kocaeli),2015,1,Ocak,164
Kocaeli,Körfez,Körfez (Kocaeli),2015,1,Ocak,214
Konya,Akşehir,Akşehir (Konya),2015,1,Ocak,68
Konya,Beyşehir,Beyşehir (Konya),2015,1,Ocak,63
Konya,Cihanbeyli,Cihanbeyli (Konya),2015,1,Ocak,22
Konya,Ereğli,Ereğli (Konya),2015,1,Ocak,152
Konya,Karatay,Karatay (Konya),2015,1,Ocak,300
Konya,Meram,Meram (Konya),2015,1,Ocak,194
Konya,Selçuklu,Selçuklu (Konya),2015,1,Ocak,1026
Konya,Seydişehir,Seydişehir (Konya),2015,1,Ocak,46
Kütahya,Merkez,Merkez (Kütahya),2015,1,Ocak,334
Kütahya,Simav,Simav (Kütahya),2015,1,Ocak,27
Kütahya,Tavşanlı,Tavşanlı (Kütahya),2015,1,Ocak,49
Malatya,Battalgazi,Battalgazi (Malatya),2015,1,Ocak,356
Malatya,Yeşilyurt,Yeşilyurt (Malatya),2015,1,Ocak,382
Manisa,Akhisar,Akhisar (Manisa),2015,1,Ocak,146
Manisa,Alaşehir,Alaşehir (Manisa),2015,1,Ocak,76
Manisa,Salihli,Salihli (Manisa),2015,1,Ocak,177
Manisa,Saruhanlı,Saruhanlı (Manisa),2015,1,Ocak,38
Manisa,Şehzadeler,Şehzadeler (Manisa),2015,1,Ocak,159
Manisa,Soma,Soma (Manisa),2015,1,Ocak,74
Manisa,Turgutlu,Turgutlu (Manisa),2015,1,Ocak,209
Manisa,Yunusemre,Yunusemre (Manisa),2015,1,Ocak,335
Mardin,Artuklu,Artuklu (Mardin),2015,1,Ocak,136
Mardin,Kızıltepe,Kızıltepe (Mardin),2015,1,Ocak,116
Mardin,Midyat,Midyat (Mardin),2015,1,Ocak,27
Mardin,Nusaybin,Nusaybin (Mardin),2015,1,Ocak,33
Mersin,Akdeniz,Akdeniz (Mersin),2015,1,Ocak,186
Mersin,Anamur,Anamur (Mersin),2015,1,Ocak,52
Mersin,Erdemli,Erdemli (Mersin),2015,1,Ocak,387
Mersin,Mezitli,Mezitli (Mersin),2015,1,Ocak,624
Mersin,Silifke,Silifke (Mersin),2015,1,Ocak,159
Mersin,Tarsus,Tarsus (Mersin),2015,1,Ocak,171
Mersin,Toroslar,Toroslar (Mersin),2015,1,Ocak,253
Mersin,Yenişehir,Yenişehir (Mersin),2015,1,Ocak,633
Muğla,Bodrum,Bodrum (Muğla),2015,1,Ocak,334
Muğla,Dalaman,Dalaman (Muğla),2015,1,Ocak,41
Muğla,Datça,Datça (Muğla),2015,1,Ocak,33
Muğla,Fethiye,Fethiye (Muğla),2015,1,Ocak,235
Muğla,Marmaris,Marmaris (Muğla),2015,1,Ocak,110
Muğla,Menteşe,Menteşe (Muğla),2015,1,Ocak,107
Muğla,Milas,Milas (Muğla),2015,1,Ocak,213
Muğla,Ortaca,Ortaca (Muğla),2015,1,Ocak,34
Muğla,Ula,Ula (Muğla),2015,1,Ocak,20
Muş,Merkez,Merkez (Muş),2015,1,Ocak,35
Nevşehir,Kozaklı,Kozaklı (Nevşehir),2015,1,Ocak,36
Nevşehir,Merkez,Merkez (Nevşehir),2015,1,Ocak,93
Nevşehir,Ürgüp,Ürgüp (Nevşehir),2015,1,Ocak,25
Niğde,Bor,Bor (Niğde),2015,1,Ocak,56
Niğde,Merkez,Merkez (Niğde),2015,1,Ocak,265
Ordu,Altınordu,Altınordu (Ordu),2015,1,Ocak,238
Ordu,Fatsa,Fatsa (Ordu),2015,1,Ocak,160
Ordu,Ünye,Ünye (Ordu),2015,1,Ocak,130
Osmaniye,Düziçi,Düziçi (Osmaniye),2015,1,Ocak,28
Osmaniye,Kadirli,Kadirli (Osmaniye),2015,1,Ocak,75
Osmaniye,Merkez,Merkez (Osmaniye),2015,1,Ocak,294
Rize,Ardeşen,Ardeşen (Rize),2015,1,Ocak,24
Rize,Çayeli,Çayeli (Rize),2015,1,Ocak,35
Rize,Merkez,Merkez (Rize),2015,1,Ocak,143
Rize,Pazar,Pazar (Rize),2015,1,Ocak,27
Sakarya,Adapazarı,Adapazarı (Sakarya),2015,1,Ocak,323
Sakarya,Akyazı,Akyazı (Sakarya),2015,1,Ocak,64
Sakarya,Erenler,Erenler (Sakarya),2015,1,Ocak,82
Sakarya,Ferizli,Ferizli (Sakarya),2015,1,Ocak,64
Sakarya,Hendek,Hendek (Sakarya),2015,1,Ocak,51
Sakarya,Karasu,Karasu (Sakarya),2015,1,Ocak,324
Sakarya,Kocaali,Kocaali (Sakarya),2015,1,Ocak,24
Sakarya,Pamukova,Pamukova (Sakarya),2015,1,Ocak,31
Sakarya,Sapanca,Sapanca (Sakarya),2015,1,Ocak,73
Sakarya,Serdivan,Serdivan (Sakarya),2015,1,Ocak,290
Samsun,Atakum,Atakum (Samsun),2015,1,Ocak,516
Samsun,Bafra,Bafra (Samsun),2015,1,Ocak,88
Samsun,Canik,Canik (Samsun),2015,1,Ocak,105
Samsun,Çarşamba,Çarşamba (Samsun),2015,1,Ocak,114
Samsun,Havza,Havza (Samsun),2015,1,Ocak,21
Samsun,İlkadım,İlkadım (Samsun),2015,1,Ocak,471
Samsun,Kavak,Kavak (Samsun),2015,1,Ocak,25
Samsun,Tekkeköy,Tekkeköy (Samsun),2015,1,Ocak,31
Samsun,Terme,Terme (Samsun),2015,1,Ocak,36
Samsun,Vezirköprü,Vezirköprü (Samsun),2015,1,Ocak,30
Şanlıurfa,Birecik,Birecik (Şanlıurfa),2015,1,Ocak,50
Şanlıurfa,Siverek,Siverek (Şanlıurfa),2015,1,Ocak,86
Şanlıurfa,Viranşehir,Viranşehir (Şanlıurfa),2015,1,Ocak,99
Siirt,Merkez,Merkez (Siirt),2015,1,Ocak,101
Sinop,Boyabat,Boyabat (Sinop),2015,1,Ocak,35
Sinop,Gerze,Gerze (Sinop),2015,1,Ocak,33
Sinop,Merkez,Merkez (Sinop),2015,1,Ocak,62
Şırnak,Cizre,Cizre (Şırnak),2015,1,Ocak,24
Sivas,Merkez,Merkez (Sivas),2015,1,Ocak,343
Sivas,Yıldızeli,Yıldızeli (Sivas),2015,1,Ocak,66
Tekirdağ,Çerkezköy,Çerkezköy (Tekirdağ),2015,1,Ocak,466
Tekirdağ,Çorlu,Çorlu (Tekirdağ),2015,1,Ocak,600
Tekirdağ,Kapaklı,Kapaklı (Tekirdağ),2015,1,Ocak,187
Tekirdağ,Malkara,Malkara (Tekirdağ),2015,1,Ocak,46
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi (Tekirdağ),2015,1,Ocak,246
Tekirdağ,Muratlı,Muratlı (Tekirdağ),2015,1,Ocak,20
Tekirdağ,Saray,Saray (Tekirdağ),2015,1,Ocak,46
Tekirdağ,Şarköy,Şarköy (Tekirdağ),2015,1,Ocak,97
Tekirdağ,Süleymanpaşa,Süleymanpaşa (Tekirdağ),2015,1,Ocak,433
Tokat,Erbaa,Erbaa (Tokat),2015,1,Ocak,38
Tokat,Merkez,Merkez (Tokat),2015,1,Ocak,244
Tokat,Turhal,Turhal (Tokat),2015,1,Ocak,56
Tokat,Zile,Zile (Tokat),2015,1,Ocak,22
Trabzon,Akçaabat,Akçaabat (Trabzon),2015,1,Ocak,78
Trabzon,Araklı,Araklı (Trabzon),2015,1,Ocak,21
Trabzon,Beşikdüzü,Beşikdüzü (Trabzon),2015,1,Ocak,20
Trabzon,Çarşıbaşı,Çarşıbaşı (Trabzon),2015,1,Ocak,37
Trabzon,Ortahisar,Ortahisar (Trabzon),2015,1,Ocak,480
Trabzon,Vakfıkebir,Vakfıkebir (Trabzon),2015,1,Ocak,30
Trabzon,Yomra,Yomra (Trabzon),2015,1,Ocak,105
Tunceli,Merkez,Merkez (Tunceli),2015,1,Ocak,35
Uşak,Merkez,Merkez (Uşak),2015,1,Ocak,278
Van,Erciş,Erciş (Van),2015,1,Ocak,30
Van,İpekyolu,İpekyolu (Van),2015,1,Ocak,160
Yalova,Altınova,Altınova (Yalova),2015,1,Ocak,28
Yalova,Armutlu,Armutlu (Yalova),2015,1,Ocak,201
Yalova,Çiftlikköy,Çiftlikköy (Yalova),2015,1,Ocak,100
Yalova,Çınarcık,Çınarcık (Yalova),2015,1,Ocak,188
Yalova,Merkez,Merkez (Yalova),2015,1,Ocak,211
Yalova,Termal,Termal (Yalova),2015,1,Ocak,29
Yozgat,Merkez,Merkez (Yozgat),2015,1,Ocak,97
Yozgat,Sarıkaya,Sarıkaya (Yozgat),2015,1,Ocak,21
Yozgat,Sorgun,Sorgun (Yozgat),2015,1,Ocak,92
Yozgat,Yerköy,Yerköy (Yozgat),2015,1,Ocak,41
Zonguldak,Alaplı,Alaplı (Zonguldak),2015,1,Ocak,26
Zonguldak,Çaycuma,Çaycuma (Zonguldak),2015,1,Ocak,28
Zonguldak,Devrek,Devrek (Zonguldak),2015,1,Ocak,49
Zonguldak,Ereğli,Ereğli (Zonguldak),2015,1,Ocak,164
Zonguldak,Merkez,Merkez (Zonguldak),2015,1,Ocak,129
Adana,Ceyhan,Ceyhan (Adana),2015,2,Şubat,136
Adana,Çukurova,Çukurova (Adana),2015,2,Şubat,607
Adana,Karataş,Karataş (Adana),2015,2,Şubat,30
