il,ilce,ilce-il,yil,ay,ay-isim,satis
Trabzon,Sürmene,Sürmene (Trabzon),2018,6,Haziran,40
Trabzon,Vakfıkebir,Vakfıkebir (Trabzon),2018,6,Haziran,41
Trabzon,Yomra,Yomra (Trabzon),2018,6,Haziran,128
Tunceli,Merkez,Merkez (Tunceli),2018,6,Haziran,79
Uşak,Eşme,Eşme (Uşak),2018,6,Haziran,21
Uşak,Merkez,Merkez (Uşak),2018,6,Haziran,523
Van,Erciş,Erciş (Van),2018,6,Haziran,23
Van,İpekyolu,İpekyolu (Van),2018,6,Haziran,358
Van,Tuşba,Tuşba (Van),2018,6,Haziran,22
Yalova,Altınova,Altınova (Yalova),2018,6,Haziran,46
Yalova,Armutlu,Armutlu (Yalova),2018,6,Haziran,167
Yalova,Çiftlikköy,Çiftlikköy (Yalova),2018,6,Haziran,161
Yalova,Çınarcık,Çınarcık (Yalova),2018,6,Haziran,242
Yalova,Merkez,Merkez (Yalova),2018,6,Haziran,189
Yalova,Termal,Termal (Yalova),2018,6,Haziran,36
Yozgat,Akdağmadeni,Akdağmadeni (Yozgat),2018,6,Haziran,23
Yozgat,Boğazlıyan,Boğazlıyan (Yozgat),2018,6,Haziran,21
Yozgat,Merkez,Merkez (Yozgat),2018,6,Haziran,123
Yozgat,Sarıkaya,Sarıkaya (Yozgat),2018,6,Haziran,35
Yozgat,Sorgun,Sorgun (Yozgat),2018,6,Haziran,92
Yozgat,Yerköy,Yerköy (Yozgat),2018,6,Haziran,39
Zonguldak,Alaplı,Alaplı (Zonguldak),2018,6,Haziran,31
Zonguldak,Çaycuma,Çaycuma (Zonguldak),2018,6,Haziran,70
Zonguldak,Devrek,Devrek (Zonguldak),2018,6,Haziran,32
Zonguldak,Ereğli,Ereğli (Zonguldak),2018,6,Haziran,215
Zonguldak,Kozlu,Kozlu (Zonguldak),2018,6,Haziran,138
Zonguldak,Merkez,Merkez (Zonguldak),2018,6,Haziran,112
Adana,Ceyhan,Ceyhan (Adana),2018,7,Temmuz,134
Adana,Çukurova,Çukurova (Adana),2018,7,Temmuz,686
Adana,Karaisalı,Karaisalı (Adana),2018,7,Temmuz,28
Adana,Karataş,Karataş (Adana),2018,7,Temmuz,56
Adana,Kozan,Kozan (Adana),2018,7,Temmuz,144
Adana,Pozantı,Pozantı (Adana),2018,7,Temmuz,55
Adana,Sarıçam,Sarıçam (Adana),2018,7,Temmuz,621
Adana,Seyhan,Seyhan (Adana),2018,7,Temmuz,721
Adana,Yumurtalık,Yumurtalık (Adana),2018,7,Temmuz,61
Adana,Yüreğir,Yüreğir (Adana),2018,7,Temmuz,118
Adıyaman,Besni,Besni (Adıyaman),2018,7,Temmuz,142
Adıyaman,Gölbaşı,Gölbaşı (Adıyaman),2018,7,Temmuz,108
Adıyaman,Kahta,Kahta (Adıyaman),2018,7,Temmuz,57
Adıyaman,Merkez,Merkez (Adıyaman),2018,7,Temmuz,439
Afyonkarahisar,Bolvadin,Bolvadin (Afyonkarahisar),2018,7,Temmuz,43
Afyonkarahisar,Dinar,Dinar (Afyonkarahisar),2018,7,Temmuz,48
Afyonkarahisar,Emirdağ,Emirdağ (Afyonkarahisar),2018,7,Temmuz,76
Afyonkarahisar,İhsaniye,İhsaniye (Afyonkarahisar),2018,7,Temmuz,113
Afyonkarahisar,Merkez,Merkez (Afyonkarahisar),2018,7,Temmuz,544
Afyonkarahisar,Sandıklı,Sandıklı (Afyonkarahisar),2018,7,Temmuz,94
Ağrı,Doğubayazıt,Doğubayazıt (Ağrı),2018,7,Temmuz,111
Ağrı,Merkez,Merkez (Ağrı),2018,7,Temmuz,83
Ağrı,Patnos,Patnos (Ağrı),2018,7,Temmuz,24
Aksaray,Merkez,Merkez (Aksaray),2018,7,Temmuz,651
Aksaray,Ortaköy,Ortaköy (Aksaray),2018,7,Temmuz,45
Amasya,Merkez,Merkez (Amasya),2018,7,Temmuz,216
Amasya,Merzifon,Merzifon (Amasya),2018,7,Temmuz,199
Amasya,Suluova,Suluova (Amasya),2018,7,Temmuz,49
Amasya,Taşova,Taşova (Amasya),2018,7,Temmuz,29
Ankara,Akyurt,Akyurt (Ankara),2018,7,Temmuz,141
Ankara,Altındağ,Altındağ (Ankara),2018,7,Temmuz,1025
Ankara,Ayaş,Ayaş (Ankara),2018,7,Temmuz,68
Ankara,Beypazarı,Beypazarı (Ankara),2018,7,Temmuz,208
Ankara,Çankaya,Çankaya (Ankara),2018,7,Temmuz,1812
Ankara,Çubuk,Çubuk (Ankara),2018,7,Temmuz,173
Ankara,Elmadağ,Elmadağ (Ankara),2018,7,Temmuz,88
Ankara,Etimesgut,Etimesgut (Ankara),2018,7,Temmuz,1081
Ankara,Gölbaşı,Gölbaşı (Ankara),2018,7,Temmuz,253
Ankara,Güdül,Güdül (Ankara),2018,7,Temmuz,60
Ankara,Haymana,Haymana (Ankara),2018,7,Temmuz,23
Ankara,Kahramankazan,Kahramankazan (Ankara),2018,7,Temmuz,86
Ankara,Keçiören,Keçiören (Ankara),2018,7,Temmuz,2062
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2018,7,Temmuz,128
Ankara,Mamak,Mamak (Ankara),2018,7,Temmuz,1695
Ankara,Polatlı,Polatlı (Ankara),2018,7,Temmuz,349
Ankara,Pursaklar,Pursaklar (Ankara),2018,7,Temmuz,381
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2018,7,Temmuz,71
Ankara,Sincan,Sincan (Ankara),2018,7,Temmuz,1052
Ankara,Yenimahalle,Yenimahalle (Ankara),2018,7,Temmuz,1331
Antalya,Aksu,Aksu (Antalya),2018,7,Temmuz,121
Antalya,Alanya,Alanya (Antalya),2018,7,Temmuz,1110
Antalya,Döşemealtı,Döşemealtı (Antalya),2018,7,Temmuz,94
Antalya,Elmalı,Elmalı (Antalya),2018,7,Temmuz,29
Antalya,Finike,Finike (Antalya),2018,7,Temmuz,71
Antalya,Gazipaşa,Gazipaşa (Antalya),2018,7,Temmuz,48
Antalya,Kaş,Kaş (Antalya),2018,7,Temmuz,28
Antalya,Kemer,Kemer (Antalya),2018,7,Temmuz,45
Antalya,Kepez,Kepez (Antalya),2018,7,Temmuz,1537
Antalya,Konyaaltı,Konyaaltı (Antalya),2018,7,Temmuz,518
Antalya,Korkuteli,Korkuteli (Antalya),2018,7,Temmuz,151
Antalya,Kumluca,Kumluca (Antalya),2018,7,Temmuz,101
Antalya,Manavgat,Manavgat (Antalya),2018,7,Temmuz,314
Antalya,Muratpaşa,Muratpaşa (Antalya),2018,7,Temmuz,1066
Antalya,Serik,Serik (Antalya),2018,7,Temmuz,170
Artvin,Arhavi,Arhavi (Artvin),2018,7,Temmuz,47
Artvin,Hopa,Hopa (Artvin),2018,7,Temmuz,41
Artvin,Merkez,Merkez (Artvin),2018,7,Temmuz,25
Aydın,Buharkent,Buharkent (Aydın),2018,7,Temmuz,23
Aydın,Çine,Çine (Aydın),2018,7,Temmuz,29
Aydın,Didim,Didim (Aydın),2018,7,Temmuz,678
Aydın,Efeler,Efeler (Aydın),2018,7,Temmuz,620
Aydın,Germencik,Germencik (Aydın),2018,7,Temmuz,32
Aydın,İncirliova,İncirliova (Aydın),2018,7,Temmuz,75
Aydın,Köşk,Köşk (Aydın),2018,7,Temmuz,30
Aydın,Kuşadası,Kuşadası (Aydın),2018,7,Temmuz,749
Aydın,Kuyucak,Kuyucak (Aydın),2018,7,Temmuz,21
Aydın,Nazilli,Nazilli (Aydın),2018,7,Temmuz,404
Aydın,Söke,Söke (Aydın),2018,7,Temmuz,219
Aydın,Sultanhisar,Sultanhisar (Aydın),2018,7,Temmuz,20
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2018,7,Temmuz,215
Balıkesir,Ayvalık,Ayvalık (Balıkesir),2018,7,Temmuz,237
Balıkesir,Bandırma,Bandırma (Balıkesir),2018,7,Temmuz,370
Balıkesir,Bigadiç,Bigadiç (Balıkesir),2018,7,Temmuz,81
Balıkesir,Burhaniye,Burhaniye (Balıkesir),2018,7,Temmuz,166
Balıkesir,Edremit,Edremit (Balıkesir),2018,7,Temmuz,754
Balıkesir,Erdek,Erdek (Balıkesir),2018,7,Temmuz,89
Balıkesir,Gömeç,Gömeç (Balıkesir),2018,7,Temmuz,81
Balıkesir,Gönen,Gönen (Balıkesir),2018,7,Temmuz,107
Balıkesir,Karesi,Karesi (Balıkesir),2018,7,Temmuz,192
Balıkesir,Marmara,Marmara (Balıkesir),2018,7,Temmuz,81
Balıkesir,Sındırgı,Sındırgı (Balıkesir),2018,7,Temmuz,106
Balıkesir,Susurluk,Susurluk (Balıkesir),2018,7,Temmuz,55
Bartın,Merkez,Merkez (Bartın),2018,7,Temmuz,260
Batman,Kozluk,Kozluk (Batman),2018,7,Temmuz,31
Batman,Merkez,Merkez (Batman),2018,7,Temmuz,380
Bayburt,Merkez,Merkez (Bayburt),2018,7,Temmuz,49
Bilecik,Bozüyük,Bozüyük (Bilecik),2018,7,Temmuz,134
Bilecik,Merkez,Merkez (Bilecik),2018,7,Temmuz,181
Bilecik,Osmaneli,Osmaneli (Bilecik),2018,7,Temmuz,30
Bilecik,Söğüt,Söğüt (Bilecik),2018,7,Temmuz,28
Bingöl,Merkez,Merkez (Bingöl),2018,7,Temmuz,206
Bitlis,Ahlat,Ahlat (Bitlis),2018,7,Temmuz,34
Bitlis,Merkez,Merkez (Bitlis),2018,7,Temmuz,81
Bitlis,Tatvan,Tatvan (Bitlis),2018,7,Temmuz,35
Bolu,Gerede,Gerede (Bolu),2018,7,Temmuz,50
Bolu,Göynük,Göynük (Bolu),2018,7,Temmuz,23
Bolu,Merkez,Merkez (Bolu),2018,7,Temmuz,452
Bolu,Mudurnu,Mudurnu (Bolu),2018,7,Temmuz,40
Burdur,Bucak,Bucak (Burdur),2018,7,Temmuz,65
Burdur,Gölhisar,Gölhisar (Burdur),2018,7,Temmuz,26
Burdur,Merkez,Merkez (Burdur),2018,7,Temmuz,326
Bursa,Gemlik,Gemlik (Bursa),2018,7,Temmuz,329
Bursa,Gürsu,Gürsu (Bursa),2018,7,Temmuz,84
Bursa,İnegöl,İnegöl (Bursa),2018,7,Temmuz,417
Bursa,İznik,İznik (Bursa),2018,7,Temmuz,48
Bursa,Karacabey,Karacabey (Bursa),2018,7,Temmuz,170
Bursa,Kestel,Kestel (Bursa),2018,7,Temmuz,128
Bursa,Mudanya,Mudanya (Bursa),2018,7,Temmuz,331
Bursa,Mustafakemalpaşa,Mustafakemalpaşa (Bursa),2018,7,Temmuz,132
Bursa,Nilüfer,Nilüfer (Bursa),2018,7,Temmuz,1305
Bursa,Orhangazi,Orhangazi (Bursa),2018,7,Temmuz,105
Bursa,Osmangazi,Osmangazi (Bursa),2018,7,Temmuz,860
Bursa,Yenişehir,Yenişehir (Bursa),2018,7,Temmuz,42
Bursa,Yıldırım,Yıldırım (Bursa),2018,7,Temmuz,396
Çanakkale,Ayvacık,Ayvacık (Çanakkale),2018,7,Temmuz,123
Çanakkale,Biga,Biga (Çanakkale),2018,7,Temmuz,181
Çanakkale,Çan,Çan (Çanakkale),2018,7,Temmuz,74
Çanakkale,Ezine,Ezine (Çanakkale),2018,7,Temmuz,34
Çanakkale,Gelibolu,Gelibolu (Çanakkale),2018,7,Temmuz,145
Çanakkale,Gökçeada,Gökçeada (Çanakkale),2018,7,Temmuz,63
Çanakkale,Lapseki,Lapseki (Çanakkale),2018,7,Temmuz,84
Çanakkale,Merkez,Merkez (Çanakkale),2018,7,Temmuz,633
Çankırı,Ilgaz,Ilgaz (Çankırı),2018,7,Temmuz,30
Çankırı,Merkez,Merkez (Çankırı),2018,7,Temmuz,191
Çorum,Alaca,Alaca (Çorum),2018,7,Temmuz,27
Çorum,İskilip,İskilip (Çorum),2018,7,Temmuz,29
Çorum,Merkez,Merkez (Çorum),2018,7,Temmuz,617
Çorum,Osmancık,Osmancık (Çorum),2018,7,Temmuz,49
Çorum,Sungurlu,Sungurlu (Çorum),2018,7,Temmuz,59
Denizli,Acıpayam,Acıpayam (Denizli),2018,7,Temmuz,75
Denizli,Buldan,Buldan (Denizli),2018,7,Temmuz,24
Denizli,Honaz,Honaz (Denizli),2018,7,Temmuz,23
Denizli,Kale,Kale (Denizli),2018,7,Temmuz,22
Denizli,Merkezefendi,Merkezefendi (Denizli),2018,7,Temmuz,646
Denizli,Pamukkale,Pamukkale (Denizli),2018,7,Temmuz,556
Denizli,Sarayköy,Sarayköy (Denizli),2018,7,Temmuz,57
Diyarbakır,Bağlar,Bağlar (Diyarbakır),2018,7,Temmuz,343
Diyarbakır,Bismil,Bismil (Diyarbakır),2018,7,Temmuz,26
Diyarbakır,Ergani,Ergani (Diyarbakır),2018,7,Temmuz,146
Diyarbakır,Kayapınar,Kayapınar (Diyarbakır),2018,7,Temmuz,1051
Diyarbakır,Silvan,Silvan (Diyarbakır),2018,7,Temmuz,27
Diyarbakır,Yenişehir,Yenişehir (Diyarbakır),2018,7,Temmuz,330
Düzce,Akçakoca,Akçakoca (Düzce),2018,7,Temmuz,81
Düzce,Cumayeri,Cumayeri (Düzce),2018,7,Temmuz,28
Düzce,Gölyaka,Gölyaka (Düzce),2018,7,Temmuz,20
Düzce,Gümüşova,Gümüşova (Düzce),2018,7,Temmuz,24
Düzce,Merkez,Merkez (Düzce),2018,7,Temmuz,550
Edirne,Enez,Enez (Edirne),2018,7,Temmuz,32
Edirne,Keşan,Keşan (Edirne),2018,7,Temmuz,150
Edirne,Merkez,Merkez (Edirne),2018,7,Temmuz,299
Edirne,Uzunköprü,Uzunköprü (Edirne),2018,7,Temmuz,85
Elazığ,Kovancılar,Kovancılar (Elazığ),2018,7,Temmuz,60
Elazığ,Merkez,Merkez (Elazığ),2018,7,Temmuz,909
Elazığ,Palu,Palu (Elazığ),2018,7,Temmuz,35
Erzincan,Merkez,Merkez (Erzincan),2018,7,Temmuz,218
Erzurum,Aziziye,Aziziye (Erzurum),2018,7,Temmuz,164
Erzurum,Oltu,Oltu (Erzurum),2018,7,Temmuz,25
Erzurum,Palandöken,Palandöken (Erzurum),2018,7,Temmuz,231
Erzurum,Pasinler,Pasinler (Erzurum),2018,7,Temmuz,24
Erzurum,Yakutiye,Yakutiye (Erzurum),2018,7,Temmuz,241
Eskişehir,Odunpazarı,Odunpazarı (Eskişehir),2018,7,Temmuz,905
Eskişehir,Tepebaşı,Tepebaşı (Eskişehir),2018,7,Temmuz,1204
Gaziantep,Araban,Araban (Gaziantep),2018,7,Temmuz,49
Gaziantep,İslahiye,İslahiye (Gaziantep),2018,7,Temmuz,57
Gaziantep,Nizip,Nizip (Gaziantep),2018,7,Temmuz,222
Gaziantep,Nurdağı,Nurdağı (Gaziantep),2018,7,Temmuz,30
Gaziantep,Oğuzeli,Oğuzeli (Gaziantep),2018,7,Temmuz,74
Gaziantep,Şahinbey,Şahinbey (Gaziantep),2018,7,Temmuz,1252
Gaziantep,Şehitkamil,Şehitkamil (Gaziantep),2018,7,Temmuz,1194
Giresun,Bulancak,Bulancak (Giresun),2018,7,Temmuz,103
Giresun,Espiye,Espiye (Giresun),2018,7,Temmuz,54
Giresun,Görele,Görele (Giresun),2018,7,Temmuz,68
Giresun,Merkez,Merkez (Giresun),2018,7,Temmuz,352
Giresun,Tirebolu,Tirebolu (Giresun),2018,7,Temmuz,46
Gümüşhane,Kelkit,Kelkit (Gümüşhane),2018,7,Temmuz,54
Gümüşhane,Merkez,Merkez (Gümüşhane),2018,7,Temmuz,37
Hatay,Antakya,Antakya (Hatay),2018,7,Temmuz,463
Hatay,Arsuz,Arsuz (Hatay),2018,7,Temmuz,171
Hatay,Belen,Belen (Hatay),2018,7,Temmuz,74
Hatay,Defne,Defne (Hatay),2018,7,Temmuz,310
Hatay,Dörtyol,Dörtyol (Hatay),2018,7,Temmuz,137
Hatay,Hassa,Hassa (Hatay),2018,7,Temmuz,45
Hatay,İskenderun,İskenderun (Hatay),2018,7,Temmuz,486
Hatay,Kırıkhan,Kırıkhan (Hatay),2018,7,Temmuz,145
Hatay,Payas,Payas (Hatay),2018,7,Temmuz,46
Hatay,Reyhanlı,Reyhanlı (Hatay),2018,7,Temmuz,131
Hatay,Samandağ,Samandağ (Hatay),2018,7,Temmuz,84
Iğdır,Merkez,Merkez (Iğdır),2018,7,Temmuz,120
Isparta,Merkez,Merkez (Isparta),2018,7,Temmuz,366
Isparta,Yalvaç,Yalvaç (Isparta),2018,7,Temmuz,59
İstanbul,Arnavutköy,Arnavutköy (İstanbul),2018,7,Temmuz,370
İstanbul,Ataşehir,Ataşehir (İstanbul),2018,7,Temmuz,394
İstanbul,Avcılar,Avcılar (İstanbul),2018,7,Temmuz,397
İstanbul,Bağcılar,Bağcılar (İstanbul),2018,7,Temmuz,429
İstanbul,Bahçelievler,Bahçelievler (İstanbul),2018,7,Temmuz,560
İstanbul,Bakırköy,Bakırköy (İstanbul),2018,7,Temmuz,271
İstanbul,Başakşehir,Başakşehir (İstanbul),2018,7,Temmuz,850
İstanbul,Bayrampaşa,Bayrampaşa (İstanbul),2018,7,Temmuz,203
İstanbul,Beşiktaş,Beşiktaş (İstanbul),2018,7,Temmuz,164
İstanbul,Beykoz,Beykoz (İstanbul),2018,7,Temmuz,32
İstanbul,Beylikdüzü,Beylikdüzü (İstanbul),2018,7,Temmuz,1027
İstanbul,Beyoğlu,Beyoğlu (İstanbul),2018,7,Temmuz,154
İstanbul,Büyükçekmece,Büyükçekmece (İstanbul),2018,7,Temmuz,593
İstanbul,Çatalca,Çatalca (İstanbul),2018,7,Temmuz,32
İstanbul,Çekmeköy,Çekmeköy (İstanbul),2018,7,Temmuz,510
İstanbul,Esenler,Esenler (İstanbul),2018,7,Temmuz,229
İstanbul,Esenyurt,Esenyurt (İstanbul),2018,7,Temmuz,3272
İstanbul,Eyüpsultan,Eyüpsultan (İstanbul),2018,7,Temmuz,365
İstanbul,Fatih,Fatih (İstanbul),2018,7,Temmuz,293
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa (İstanbul),2018,7,Temmuz,434
İstanbul,Güngören,Güngören (İstanbul),2018,7,Temmuz,200
İstanbul,Kadıköy,Kadıköy (İstanbul),2018,7,Temmuz,923
İstanbul,Kağıthane,Kağıthane (İstanbul),2018,7,Temmuz,574
İstanbul,Kartal,Kartal (İstanbul),2018,7,Temmuz,624
İstanbul,Küçükçekmece,Küçükçekmece (İstanbul),2018,7,Temmuz,601
İstanbul,Maltepe,Maltepe (İstanbul),2018,7,Temmuz,614
İstanbul,Pendik,Pendik (İstanbul),2018,7,Temmuz,854
İstanbul,Sancaktepe,Sancaktepe (İstanbul),2018,7,Temmuz,1044
İstanbul,Sarıyer,Sarıyer (İstanbul),2018,7,Temmuz,167
İstanbul,Şile,Şile (İstanbul),2018,7,Temmuz,111
İstanbul,Silivri,Silivri (İstanbul),2018,7,Temmuz,435
İstanbul,Şişli,Şişli (İstanbul),2018,7,Temmuz,280
İstanbul,Sultanbeyli,Sultanbeyli (İstanbul),2018,7,Temmuz,197
İstanbul,Sultangazi,Sultangazi (İstanbul),2018,7,Temmuz,451
İstanbul,Tuzla,Tuzla (İstanbul),2018,7,Temmuz,454
İstanbul,Ümraniye,Ümraniye (İstanbul),2018,7,Temmuz,753
İstanbul,Üsküdar,Üsküdar (İstanbul),2018,7,Temmuz,353
İstanbul,Zeytinburnu,Zeytinburnu (İstanbul),2018,7,Temmuz,271
İzmir,Aliağa,Aliağa (İzmir),2018,7,Temmuz,182
İzmir,Balçova,Balçova (İzmir),2018,7,Temmuz,104
İzmir,Bayraklı,Bayraklı (İzmir),2018,7,Temmuz,344
İzmir,Bergama,Bergama (İzmir),2018,7,Temmuz,120
İzmir,Bornova,Bornova (İzmir),2018,7,Temmuz,330
İzmir,Buca,Buca (İzmir),2018,7,Temmuz,769
İzmir,Çeşme,Çeşme (İzmir),2018,7,Temmuz,119
İzmir,Çiğli,Çiğli (İzmir),2018,7,Temmuz,457
İzmir,Dikili,Dikili (İzmir),2018,7,Temmuz,158
İzmir,Foça,Foça (İzmir),2018,7,Temmuz,134
İzmir,Gaziemir,Gaziemir (İzmir),2018,7,Temmuz,112
İzmir,Güzelbahçe,Güzelbahçe (İzmir),2018,7,Temmuz,59
İzmir,Karabağlar,Karabağlar (İzmir),2018,7,Temmuz,513
İzmir,Karaburun,Karaburun (İzmir),2018,7,Temmuz,59
İzmir,Karşıyaka,Karşıyaka (İzmir),2018,7,Temmuz,600
İzmir,Kemalpaşa,Kemalpaşa (İzmir),2018,7,Temmuz,111
İzmir,Konak,Konak (İzmir),2018,7,Temmuz,294
İzmir,Menderes,Menderes (İzmir),2018,7,Temmuz,174
İzmir,Menemen,Menemen (İzmir),2018,7,Temmuz,459
İzmir,Narlıdere,Narlıdere (İzmir),2018,7,Temmuz,78
İzmir,Ödemiş,Ödemiş (İzmir),2018,7,Temmuz,162
İzmir,Seferihisar,Seferihisar (İzmir),2018,7,Temmuz,197
İzmir,Selçuk,Selçuk (İzmir),2018,7,Temmuz,56
İzmir,Tire,Tire (İzmir),2018,7,Temmuz,107
İzmir,Torbalı,Torbalı (İzmir),2018,7,Temmuz,494
İzmir,Urla,Urla (İzmir),2018,7,Temmuz,86
Kahramanmaraş,Afşin,Afşin (Kahramanmaraş),2018,7,Temmuz,102
Kahramanmaraş,Dulkadiroğlu,Dulkadiroğlu (Kahramanmaraş),2018,7,Temmuz,300
Kahramanmaraş,Elbistan,Elbistan (Kahramanmaraş),2018,7,Temmuz,263
Kahramanmaraş,Göksun,Göksun (Kahramanmaraş),2018,7,Temmuz,49
Kahramanmaraş,Onikişubat,Onikişubat (Kahramanmaraş),2018,7,Temmuz,789
Kahramanmaraş,Pazarcık,Pazarcık (Kahramanmaraş),2018,7,Temmuz,94
Kahramanmaraş,Türkoğlu,Türkoğlu (Kahramanmaraş),2018,7,Temmuz,31
Karabük,Merkez,Merkez (Karabük),2018,7,Temmuz,451
Karabük,Safranbolu,Safranbolu (Karabük),2018,7,Temmuz,87
Karaman,Merkez,Merkez (Karaman),2018,7,Temmuz,256
Kars,Kağızman,Kağızman (Kars),2018,7,Temmuz,48
Kars,Merkez,Merkez (Kars),2018,7,Temmuz,170
Kastamonu,Abana,Abana (Kastamonu),2018,7,Temmuz,34
Kastamonu,Bozkurt,Bozkurt (Kastamonu),2018,7,Temmuz,27
Kastamonu,Cide,Cide (Kastamonu),2018,7,Temmuz,80
Kastamonu,İnebolu,İnebolu (Kastamonu),2018,7,Temmuz,25
Kastamonu,Merkez,Merkez (Kastamonu),2018,7,Temmuz,293
Kastamonu,Taşköprü,Taşköprü (Kastamonu),2018,7,Temmuz,24
Kastamonu,Tosya,Tosya (Kastamonu),2018,7,Temmuz,64
Kayseri,Develi,Develi (Kayseri),2018,7,Temmuz,104
Kayseri,İncesu,İncesu (Kayseri),2018,7,Temmuz,20
Kayseri,Kocasinan,Kocasinan (Kayseri),2018,7,Temmuz,793
Kayseri,Melikgazi,Melikgazi (Kayseri),2018,7,Temmuz,1169
Kayseri,Talas,Talas (Kayseri),2018,7,Temmuz,536
Kilis,Merkez,Merkez (Kilis),2018,7,Temmuz,345
Kırıkkale,Merkez,Merkez (Kırıkkale),2018,7,Temmuz,380
Kırıkkale,Yahşihan,Yahşihan (Kırıkkale),2018,7,Temmuz,170
Kırklareli,Babaeski,Babaeski (Kırklareli),2018,7,Temmuz,55
Kırklareli,Lüleburgaz,Lüleburgaz (Kırklareli),2018,7,Temmuz,271
Kırklareli,Merkez,Merkez (Kırklareli),2018,7,Temmuz,424
Kırklareli,Pınarhisar,Pınarhisar (Kırklareli),2018,7,Temmuz,21
Kırklareli,Vize,Vize (Kırklareli),2018,7,Temmuz,31
Kırşehir,Kaman,Kaman (Kırşehir),2018,7,Temmuz,58
Kırşehir,Merkez,Merkez (Kırşehir),2018,7,Temmuz,312
Kırşehir,Mucur,Mucur (Kırşehir),2018,7,Temmuz,27
Kocaeli,Başiskele,Başiskele (Kocaeli),2018,7,Temmuz,266
Kocaeli,Çayırova,Çayırova (Kocaeli),2018,7,Temmuz,68
Kocaeli,Darıca,Darıca (Kocaeli),2018,7,Temmuz,271
Kocaeli,Derince,Derince (Kocaeli),2018,7,Temmuz,209
Kocaeli,Gebze,Gebze (Kocaeli),2018,7,Temmuz,706
Kocaeli,Gölcük,Gölcük (Kocaeli),2018,7,Temmuz,396
Kocaeli,İzmit,İzmit (Kocaeli),2018,7,Temmuz,586
Kocaeli,Kandıra,Kandıra (Kocaeli),2018,7,Temmuz,84
Kocaeli,Karamürsel,Karamürsel (Kocaeli),2018,7,Temmuz,118
Kocaeli,Kartepe,Kartepe (Kocaeli),2018,7,Temmuz,206
Kocaeli,Körfez,Körfez (Kocaeli),2018,7,Temmuz,237
Konya,Akşehir,Akşehir (Konya),2018,7,Temmuz,153
Konya,Beyşehir,Beyşehir (Konya),2018,7,Temmuz,158
Konya,Cihanbeyli,Cihanbeyli (Konya),2018,7,Temmuz,56
Konya,Çumra,Çumra (Konya),2018,7,Temmuz,30
Konya,Ereğli,Ereğli (Konya),2018,7,Temmuz,277
Konya,Ilgın,Ilgın (Konya),2018,7,Temmuz,30
Konya,Karapınar,Karapınar (Konya),2018,7,Temmuz,32
Konya,Karatay,Karatay (Konya),2018,7,Temmuz,778
Konya,Kulu,Kulu (Konya),2018,7,Temmuz,89
Konya,Meram,Meram (Konya),2018,7,Temmuz,346
Konya,Selçuklu,Selçuklu (Konya),2018,7,Temmuz,1593
Konya,Seydişehir,Seydişehir (Konya),2018,7,Temmuz,101
Kütahya,Gediz,Gediz (Kütahya),2018,7,Temmuz,64
Kütahya,Merkez,Merkez (Kütahya),2018,7,Temmuz,600
Kütahya,Simav,Simav (Kütahya),2018,7,Temmuz,52
Kütahya,Tavşanlı,Tavşanlı (Kütahya),2018,7,Temmuz,129
Malatya,Battalgazi,Battalgazi (Malatya),2018,7,Temmuz,461
Malatya,Doğanşehir,Doğanşehir (Malatya),2018,7,Temmuz,27
Malatya,Yeşilyurt,Yeşilyurt (Malatya),2018,7,Temmuz,501
Manisa,Akhisar,Akhisar (Manisa),2018,7,Temmuz,282
Manisa,Alaşehir,Alaşehir (Manisa),2018,7,Temmuz,148
Manisa,Kırkağaç,Kırkağaç (Manisa),2018,7,Temmuz,36
Manisa,Kula,Kula (Manisa),2018,7,Temmuz,27
Manisa,Salihli,Salihli (Manisa),2018,7,Temmuz,288
Manisa,Saruhanlı,Saruhanlı (Manisa),2018,7,Temmuz,90
Manisa,Şehzadeler,Şehzadeler (Manisa),2018,7,Temmuz,193
Manisa,Selendi,Selendi (Manisa),2018,7,Temmuz,24
Manisa,Soma,Soma (Manisa),2018,7,Temmuz,101
Manisa,Turgutlu,Turgutlu (Manisa),2018,7,Temmuz,389
Manisa,Yunusemre,Yunusemre (Manisa),2018,7,Temmuz,561
Mardin,Artuklu,Artuklu (Mardin),2018,7,Temmuz,363
Mardin,Kızıltepe,Kızıltepe (Mardin),2018,7,Temmuz,196
Mardin,Midyat,Midyat (Mardin),2018,7,Temmuz,200
Mardin,Nusaybin,Nusaybin (Mardin),2018,7,Temmuz,52
Mersin,Akdeniz,Akdeniz (Mersin),2018,7,Temmuz,214
Mersin,Anamur,Anamur (Mersin),2018,7,Temmuz,97
Mersin,Bozyazı,Bozyazı (Mersin),2018,7,Temmuz,34
Mersin,Erdemli,Erdemli (Mersin),2018,7,Temmuz,535
Mersin,Gülnar,Gülnar (Mersin),2018,7,Temmuz,43
Mersin,Mezitli,Mezitli (Mersin),2018,7,Temmuz,817
Mersin,Mut,Mut (Mersin),2018,7,Temmuz,61
Mersin,Silifke,Silifke (Mersin),2018,7,Temmuz,265
Mersin,Tarsus,Tarsus (Mersin),2018,7,Temmuz,259
